categoryId,categoryName,categoryPath,categoryLevel,status,categoryMarginId,categoryMarginFloor,categoryMarginRecommended,brands,tradeStatus
29707,"crib accessories","2 → 2006 → 15002 → 16005 → 29707",5,Active,1417,13.76,28,[],Consumer
29706,"crib bedding sets","2 → 2006 → 15002 → 16005 → 29706",5,Active,1406,13.76,28,[],Consumer
29708,"crib mattress pads & protectors","2 → 2006 → 15002 → 16005 → 29708",5,Active,,0,0,[],Consumer
29703,"fitted crib sheets","2 → 2006 → 15002 → 16005 → 29703",5,Active,1418,13.76,28,[],Consumer
29436,"bed accessories","2 → 2006 → 15002 → 29436",4,Active,1283,13.76,28,[],Consumer
15006,"bed pillows","2 → 2006 → 15002 → 15006",4,Active,1186,13.76,28,[],Consumer
15007,bedskirts,"2 → 2006 → 15002 → 15007",4,Active,1263,13.76,28,[],Consumer
29269,blankets,"2 → 2006 → 15002 → 29269",4,Active,911,13.76,28,[],Consumer
29274,"comforters and comforter sets","2 → 2006 → 15002 → 29274",4,Active,938,13.4,28,[],Consumer
15003,"duvet covers and duvet sets","2 → 2006 → 15002 → 15003",4,Active,914,13.76,28,[],Consumer
29270,"duvet inserts","2 → 2006 → 15002 → 29270",4,Active,1291,13.76,28,[],Consumer
16008,"kids bedding","2 → 2006 → 15002 → 16008",4,Active,,0,0,[],Consumer
29709,"kids bedding sets","2 → 2006 → 15002 → 16008 → 29709",5,Active,1388,13.76,28,[],Consumer
29711,"kids blankets & quilts","2 → 2006 → 15002 → 16008 → 29711",5,Active,908,13.76,28,[],Consumer
29714,"kids comforters","2 → 2006 → 15002 → 16008 → 29714",5,Active,1393,13.76,28,[],Consumer
29713,"kids pillowcases & shams","2 → 2006 → 15002 → 16008 → 29713",5,Active,,0,0,[],Consumer
29710,"kids pillows","2 → 2006 → 15002 → 16008 → 29710",5,Active,915,13.76,28,[],Consumer
29712,"kids sheets","2 → 2006 → 15002 → 16008 → 29712",5,Active,,0,0,[],Consumer
29272,"mattress protectors and covers","2 → 2006 → 15002 → 29272",4,Active,1303,13.76,28,[],Consumer
29271,"mattress toppers and pads","2 → 2006 → 15002 → 29271",4,Active,1240,13.76,28,[],Consumer
29273,"pillow protectors","2 → 2006 → 15002 → 29273",4,Active,1370,13.76,28,[],Consumer
15014,"pillowcases and shams","2 → 2006 → 15002 → 15014",4,Active,913,13.76,28,[],Consumer
15004,"quilts and quilt sets","2 → 2006 → 15002 → 15004",4,Active,909,13.76,28,[],Consumer
15005,sheets,"2 → 2006 → 15002 → 15005",4,Active,,0,0,[],Consumer
29275,"fitted sheets","2 → 2006 → 15002 → 15005 → 29275",5,Active,912,13.76,28,[],Consumer
29276,"flat sheets","2 → 2006 → 15002 → 15005 → 29276",5,Active,1348,13.76,28,[],Consumer
29277,"sheet and pillowcase sets","2 → 2006 → 15002 → 15005 → 29277",5,Active,1165,13.76,28,[],Consumer
29435,"toddler bedding","2 → 2006 → 15002 → 29435",4,Active,910,13.76,28,[],Consumer
2017,fabric,"2 → 2017",2,Active,,0,0,[],Consumer
29122,"drapery fabric","2 → 2017 → 29122",3,Active,773,19.76,33,[],Consumer
29123,"fabric trim","2 → 2017 → 29123",3,Active,774,19.76,33,[],Consumer
26002,"outdoor fabric","2 → 2017 → 26002",3,Active,772,19.76,33,[],Consumer
26001,"upholstery fabric","2 → 2017 → 26001",3,Active,1163,10.57,33,[],Consumer
2005,furniture,"2 → 2005",2,Active,,0,0,[],Consumer
29278,"assistive furniture","2 → 2005 → 29278",3,Active,739,10,26,[],Consumer
29283,"adjustable beds","2 → 2005 → 29278 → 29283",4,Active,1318,19.03,26,[],Consumer
29284,"lift chairs","2 → 2005 → 29278 → 29284",4,Active,,0,0,[],Consumer
29279,"bedroom furniture","2 → 2005 → 29279",3,Active,626,10,27,[],Consumer
29285,"armoires and wardrobes","2 → 2005 → 29279 → 29285",4,Active,1127,20,27,[],Consumer
29286,"bed frames","2 → 2005 → 29279 → 29286",4,Active,1236,20,27,[],Consumer
29219,"bedroom & makeup vanities","2 → 2005 → 29279 → 29219",4,Active,1158,20,27,[],Consumer
29287,"bedroom furniture sets","2 → 2005 → 29279 → 29287",4,Active,764,20,27,[],Consumer
15008,beds,"2 → 2005 → 29279 → 15008",4,Active,771,20,27,[],Consumer
29290,"bunk beds","2 → 2005 → 29279 → 15008 → 29290",5,Active,1149,20,27,[],Consumer
29291,"canopy beds","2 → 2005 → 29279 → 15008 → 29291",5,Active,1145,20,27,[],Consumer
29292,daybeds,"2 → 2005 → 29279 → 15008 → 29292",5,Active,1146,20,27,[],Consumer
29296,"folding beds","2 → 2005 → 29279 → 15008 → 29296",5,Active,1344,20,27,[],Consumer
29293,"loft beds","2 → 2005 → 29279 → 15008 → 29293",5,Active,763,20,27,[],Consumer
29294,"murphy beds","2 → 2005 → 29279 → 15008 → 29294",5,Active,1142,20,27,[],Consumer
29418,"panel beds","2 → 2005 → 29279 → 15008 → 29418",5,Active,769,20,27,[],Consumer
29295,"platform beds","2 → 2005 → 29279 → 15008 → 29295",5,Active,767,20,27,[],Consumer
29297,"sleigh beds","2 → 2005 → 29279 → 15008 → 29297",5,Active,762,20,27,[],Consumer
29288,"blanket and quilt racks","2 → 2005 → 29279 → 29288",4,Active,1254,20,27,[],Consumer
15012,dressers,"2 → 2005 → 29279 → 15012",4,Active,1104,20,27,[],Consumer
15010,headboards,"2 → 2005 → 29279 → 15010",4,Active,1122,20,27,[],Consumer
29289,"jewelry armoires","2 → 2005 → 29279 → 29289",4,Active,1182,20,27,[],Consumer
15015,mattresses,"2 → 2005 → 29279 → 15015",4,Active,1147,20,27,[],Consumer
15011,"nightstands and bedside tables","2 → 2005 → 29279 → 15011",4,Active,1103,17.72,27,[],Consumer
14023,bookcases,"2 → 2005 → 14023",3,Active,1110,16.26,25,[],Consumer
14014,"dining chairs and benches","2 → 2005 → 14014",3,Inactive,715,10,26,[],Consumer
29280,"futons and accessories","2 → 2005 → 29280",3,Active,693,10,26,[],Consumer
29298,"futon covers","2 → 2005 → 29280 → 29298",4,Active,1400,19.03,26,[],Consumer
29299,"futon frames","2 → 2005 → 29280 → 29299",4,Active,781,19.03,26,[],Consumer
29300,"futon mattresses","2 → 2005 → 29280 → 29300",4,Active,1338,19.03,26,[],Consumer
15013,futons,"2 → 2005 → 29280 → 15013",4,Active,777,19.03,26,[],Consumer
29281,"game room and bar furniture","2 → 2005 → 29281",3,Active,808,18.15,26,[],Consumer
29301,"bean bag chairs","2 → 2005 → 29281 → 29301",4,Active,1207,18.15,26,[],Consumer
29170,"game table accessories","2 → 2005 → 29281 → 29170",4,Active,1353,18.15,26,[],Consumer
21901,"game tables","2 → 2005 → 29281 → 21901",4,Active,806,18.15,26,[],Consumer
29302,"gaming chairs","2 → 2005 → 29281 → 29302",4,Active,807,18.15,26,[],Consumer
14025,"indoor pub and bistro sets","2 → 2005 → 29281 → 14025",4,Active,805,18.15,26,[],Consumer
14011,"indoor pub and bistro tables","2 → 2005 → 29281 → 14011",4,Active,1129,18.15,26,[],Consumer
29303,"theater seating","2 → 2005 → 29281 → 29303",4,Active,,0,0,[],Consumer
29304,"wine and bar cabinets","2 → 2005 → 29281 → 29304",4,Active,1133,18.15,26,[],Consumer
29282,"home office furniture","2 → 2005 → 29282",3,Active,1360,17.1,26,[],Consumer
17001,"desks and hutches","2 → 2005 → 29282 → 17001",4,Active,810,17.47,26,[],Consumer
29305,"drafting tables","2 → 2005 → 29282 → 29305",4,Active,1210,17.1,26,[],Consumer
17005,"filing cabinets","2 → 2005 → 29282 → 17005",4,Active,1130,17.1,26,[],Consumer
14024,"office carts and stands","2 → 2005 → 29282 → 14024",4,Active,813,17.1,26,[],Consumer
17002,"office chairs","2 → 2005 → 29282 → 17002",4,Active,899,13.79,26,[],Consumer
14009,"indoor benches","2 → 2005 → 14009",3,Active,648,10,26,[],Consumer
29437,"accent and storage benches","2 → 2005 → 14009 → 29437",4,Active,850,15.26,26,[],Consumer
22014,"hall trees","2 → 2005 → 14009 → 22014",4,Active,849,15.26,26,[],Consumer
15009,"upholstered benches","2 → 2005 → 14009 → 15009",4,Active,1112,15.28,26,[],Consumer
29438,"kids furniture","2 → 2005 → 29438",3,Active,670,10,25,[],Consumer
29441,"kids bedroom furniture sets","2 → 2005 → 29438 → 29441",4,Active,,0,0,[],Consumer
29442,"kids bedroom vanities","2 → 2005 → 29438 → 29442",4,Active,,0,0,[],Consumer
16004,"kids beds","2 → 2005 → 29438 → 16004",4,Active,1059,12.39,25,[],Consumer
29439,"kids bookcases","2 → 2005 → 29438 → 29439",4,Active,1286,12.39,25,[],Consumer
16011,"kids chairs","2 → 2005 → 29438 → 16011",4,Active,1056,12.39,25,[],Consumer
29440,"kids desks and desk sets","2 → 2005 → 29438 → 29440",4,Active,1281,12.39,25,[],Consumer
16019,"kids dressers and armoires","2 → 2005 → 29438 → 16019",4,Active,1304,12.39,25,[],Consumer
29445,"kids nightstands","2 → 2005 → 29438 → 29445",4,Active,1055,12.39,25,[],Consumer
29443,"kids sofas","2 → 2005 → 29438 → 29443",4,Active,,0,0,[],Consumer
29444,"kids step stools and stools","2 → 2005 → 29438 → 29444",4,Active,1060,12.39,25,[],Consumer
29446,"kids storage benches and toy boxes","2 → 2005 → 29438 → 29446",4,Active,1054,12.39,25,[],Consumer
16010,"kids tables and chairs","2 → 2005 → 29438 → 16010",4,Active,1251,12.39,25,[],Consumer
16016,"toy organizers","2 → 2005 → 29438 → 16016",4,Active,1057,12.39,25,[],Consumer
29447,"kitchen and dining furniture","2 → 2005 → 29447",3,Active,621,10,25,[],Consumer
29448,"baker's racks","2 → 2005 → 29447 → 29448",4,Active,1242,18.84,25,[],Consumer
14012,"bar carts","2 → 2005 → 29447 → 14012",4,Active,788,18.84,25,[],Consumer
10002,"bar stools and counter stools","2 → 2005 → 29447 → 10002",4,Active,1090,17.18,25,[],Consumer
14016,"buffets and sideboards","2 → 2005 → 29447 → 14016",4,Active,795,18.84,25,[],Consumer
29449,"china cabinets and hutches","2 → 2005 → 29447 → 29449",4,Active,794,18.84,25,[],Consumer
14022,"dining benches","2 → 2005 → 29447 → 14022",4,Active,790,18.84,25,[],Consumer
14021,"dining chairs","2 → 2005 → 29447 → 14021",4,Active,1092,15.64,25,[],Consumer
14020,"dining sets","2 → 2005 → 29447 → 14020",4,Active,1113,18.84,25,[],Consumer
14013,"dining tables","2 → 2005 → 29447 → 14013",4,Active,765,20,25,[],Consumer
29452,"folding chairs and stools","2 → 2005 → 29447 → 29452",4,Active,792,18.84,25,[],Consumer
29450,"folding tables","2 → 2005 → 29447 → 29450",4,Active,793,18.84,25,[],Consumer
10032,"kitchen islands and kitchen carts","2 → 2005 → 29447 → 10032",4,Active,787,18.84,25,[],Consumer
10022,"pantry cabinets","2 → 2005 → 29447 → 10022",4,Active,789,18.84,25,[],Consumer
29451,"table tops and bases","2 → 2005 → 29447 → 29451",4,Active,791,18.84,25,[],Consumer
29453,"living room furniture","2 → 2005 → 29453",3,Active,1267,18.69,26,[],Consumer
29454,"accent chests and cabinets","2 → 2005 → 29453 → 29454",4,Active,766,20,26,[],Consumer
29457,"coffee and accent tables","2 → 2005 → 29453 → 29457",4,Active,,0,0,[],Consumer
29458,"coffee table sets","2 → 2005 → 29453 → 29457 → 29458",5,Active,798,18.69,26,[],Consumer
14006,"coffee tables","2 → 2005 → 29453 → 29457 → 14006",5,Active,1097,20,26,[],Consumer
14027,"console tables","2 → 2005 → 29453 → 29457 → 14027",5,Active,1107,17.49,26,[],Consumer
29459,"plant stands and telephone tables","2 → 2005 → 29453 → 29457 → 29459",5,Active,801,18.69,26,[],Consumer
14007,"side tables and end tables","2 → 2005 → 29453 → 29457 → 14007",5,Active,817,16.61,26,[],Consumer
29460,"tv trays","2 → 2005 → 29453 → 29457 → 29460",5,Active,1188,18.69,26,[],Consumer
14005,"footstools and ottomans","2 → 2005 → 29453 → 14005",4,Active,840,15.57,26,[],Consumer
14008,"living room chairs","2 → 2005 → 29453 → 14008",4,Active,796,18.69,26,[],Consumer
14003,"armchairs and accent chairs","2 → 2005 → 29453 → 14008 → 14003",5,Active,1094,16.33,26,[],Consumer
16014,gliders,"2 → 2005 → 29453 → 14008 → 16014",5,Active,797,18.69,26,[],Consumer
29463,"hanging chairs","2 → 2005 → 29453 → 14008 → 29463",5,Active,1175,18.69,26,[],Consumer
14004,"indoor chaise lounge chairs","2 → 2005 → 29453 → 14008 → 14004",5,Active,800,18.69,26,[],Consumer
29464,"massage chairs","2 → 2005 → 29453 → 14008 → 29464",5,Active,1227,18.69,26,[],Consumer
29686,"recliner chairs","2 → 2005 → 29453 → 14008 → 29686",5,Active,804,18.69,26,[],Consumer
14018,"rocking chairs","2 → 2005 → 29453 → 14008 → 14018",5,Active,802,18.69,26,[],Consumer
29462,"sleeper chairs","2 → 2005 → 29453 → 14008 → 29462",5,Active,1261,18.69,26,[],Consumer
29461,"living room furniture sets","2 → 2005 → 29453 → 29461",4,Active,1141,18.69,26,[],Consumer
29455,"sofas and sectionals","2 → 2005 → 29453 → 29455",4,Active,,0,0,[],Consumer
14002,loveseats,"2 → 2005 → 29453 → 29455 → 14002",5,Active,799,18.69,26,[],Consumer
14001,"sectional sofas","2 → 2005 → 29453 → 29455 → 14001",5,Active,803,18.69,26,[],Consumer
29456,"sleeper sofas","2 → 2005 → 29453 → 29455 → 29456",5,Active,1139,18.69,26,[],Consumer
14010,sofas,"2 → 2005 → 29453 → 29455 → 14010",5,Active,1102,18.69,26,[],Consumer
22008,"media storage","2 → 2005 → 22008",3,Active,641,10,27,[],Consumer
29306,"entertainment centers and tv stands","2 → 2005 → 22008 → 29306",4,Active,1106,20,27,[],Consumer
29308,"media cabinets","2 → 2005 → 22008 → 29308",4,Active,768,20,27,[],Consumer
29307,"media racks and towers","2 → 2005 → 22008 → 29307",4,Active,1273,20,27,[],Consumer
29465,"nursery furniture","2 → 2005 → 29465",3,Active,700,10,26,[],Consumer
29467,"bed rails","2 → 2005 → 29465 → 29467",4,Active,778,19.03,26,[],Consumer
29466,"changing table pads and covers","2 → 2005 → 29465 → 29466",4,Active,782,19.03,26,[],Consumer
16002,"changing tables","2 → 2005 → 29465 → 16002",4,Active,1323,19.03,26,[],Consumer
29469,"cradles and bassinets","2 → 2005 → 29465 → 29469",4,Active,783,19.03,26,[],Consumer
29470,"crib mattresses","2 → 2005 → 29465 → 29470",4,Active,780,19.03,26,[],Consumer
16001,cribs,"2 → 2005 → 29465 → 16001",4,Active,1217,19.03,26,[],Consumer
16007,"high chairs and booster seats","2 → 2005 → 29465 → 16007",4,Active,779,19.03,26,[],Consumer
29468,"nursery furniture sets","2 → 2005 → 29465 → 29468",4,Active,,0,0,[],Consumer
29471,"toddler beds","2 → 2005 → 29465 → 29471",4,Active,1302,19.03,26,[],Consumer
29716,"gift cards","2 → 29716",2,Active,,0,0,[],Consumer
2004,"home decor","2 → 2004",2,Active,,0,0,[],Consumer
13019,artwork,"2 → 2004 → 13019",3,Active,821,16.1,29,[],Consumer
29161,"drawings and illustrations","2 → 2004 → 13019 → 29161",4,Active,,0,0,[],Consumer
29165,"fine art prints","2 → 2004 → 13019 → 29165",4,Active,1192,16.1,29,[],Consumer
29162,"mixed media art","2 → 2004 → 13019 → 29162",4,Active,1269,16.1,29,[],Consumer
13028,paintings,"2 → 2004 → 13019 → 13028",4,Active,815,16.86,29,[],Consumer
29163,photographs,"2 → 2004 → 13019 → 29163",4,Active,1285,16.1,29,[],Consumer
13031,sculptures,"2 → 2004 → 13019 → 13031",4,Active,820,16.1,29,[],Consumer
13002,clocks,"2 → 2004 → 13002",3,Active,580,10,30,[],Consumer
29106,"alarm clocks","2 → 2004 → 13002 → 29106",4,Active,785,18.88,30,[],Consumer
29107,"cuckoo clocks","2 → 2004 → 13002 → 29107",4,Active,1276,18.88,30,[],Consumer
29108,"desk and mantel clocks","2 → 2004 → 13002 → 29108",4,Active,1206,18.88,30,[],Consumer
29109,"floor and grandfather clocks","2 → 2004 → 13002 → 29109",4,Active,784,18.88,30,[],Consumer
29111,"outdoor clocks","2 → 2004 → 13002 → 29111",4,Active,1262,18.88,30,[],Consumer
29110,"wall clocks","2 → 2004 → 13002 → 29110",4,Active,1131,20,30,[],Consumer
29112,"decorative accents","2 → 2004 → 29112",3,Active,629,10,28,[],Consumer
13030,"artificial flowers plants and trees","2 → 2004 → 29112 → 13030",4,Active,822,16.09,28,[],Consumer
29133,"artificial flower arrangements","2 → 2004 → 29112 → 13030 → 29133",5,Active,1151,16.09,28,[],Consumer
29134,"artificial plants and trees","2 → 2004 → 29112 → 13030 → 29134",5,Active,1118,13.65,28,[],Consumer
22012,baskets,"2 → 2004 → 29112 → 22012",4,Active,829,16.09,28,[],Consumer
29115,bookends,"2 → 2004 → 29112 → 29115",4,Active,1204,16.09,28,[],Consumer
13016,books,"2 → 2004 → 29112 → 13016",4,Active,1219,16.09,28,[],Consumer
13001,"candles and candleholders","2 → 2004 → 29112 → 13001",4,Active,,0,0,[],Consumer
29128,candleholders,"2 → 2004 → 29112 → 13001 → 29128",5,Active,786,18.88,28,[],Consumer
29127,candles,"2 → 2004 → 29112 → 13001 → 29127",5,Active,1230,16.09,28,[],Consumer
29130,"decorative bowls","2 → 2004 → 29112 → 29130",4,Active,1159,16.09,28,[],Consumer
29129,"decorative boxes","2 → 2004 → 29112 → 29129",4,Active,1199,16.09,28,[],Consumer
29691,"decorative jars and urns","2 → 2004 → 29112 → 29691",4,Active,828,16.09,28,[],Consumer
29218,"decorative objects and figurines","2 → 2004 → 29112 → 29218",4,Active,1114,16.38,28,[],Consumer
13010,"decorative pillows","2 → 2004 → 29112 → 13010",4,Active,1111,17.24,28,[],Consumer
29131,"decorative plates","2 → 2004 → 29112 → 29131",4,Active,1265,16.09,28,[],Consumer
29113,"decorative trunks","2 → 2004 → 29112 → 29113",4,Active,1173,16.09,28,[],Consumer
29118,"floor pillows and poufs","2 → 2004 → 29112 → 29118",4,Active,1157,16.09,28,[],Consumer
13018,"home fragrances","2 → 2004 → 29112 → 13018",4,Active,824,16.09,28,[],Consumer
13004,"indoor fountains","2 → 2004 → 29112 → 13004",4,Active,826,16.09,28,[],Consumer
13011,"indoor pots and planters","2 → 2004 → 29112 → 13011",4,Active,1135,18.62,28,[],Consumer
29116,"jewelry boxes and organizers","2 → 2004 → 29112 → 29116",4,Active,1228,16.09,28,[],Consumer
29117,"photo albums","2 → 2004 → 29112 → 29117",4,Active,,0,0,[],Consumer
13005,"picture frames","2 → 2004 → 29112 → 13005",4,Active,984,12.75,28,[],Consumer
13024,plants,"2 → 2004 → 29112 → 13024",4,Active,1293,16.09,28,[],Consumer
29132,"plate stands and hangers","2 → 2004 → 29112 → 29132",4,Active,825,16.09,28,[],Consumer
